ID,Name,Type,Serving,Serving Size,Headline,Intensity,Sleeve Price,Per Capsule Price,Caption,Taste,Best Served As,Notes,Acidity,Bitterness,Roastness,Body,Milky Taste,Bitterness with Milk,Roastiness with Milk,Creamy Texture,Ingredients & Allergens,Number of Capsules per Sleeve,Net Weight per Total Number of Capsules,Capsule Image Link,Capsule & Sleeve Image Link,Decaf Coffee?,Category,Other Information,Status,Roast Type,Intensity Classification,Acidity Classification,Bitterness Classification,Roastness Classification,Body Classification,Milky Taste Classification,Bitterness with Milk Classification,Roastiness with Milk Classification,Creamy Texture Classification,Textual Info
VL30,Bianco Forte,Vertuo,Coffee,230ml,Full & Balanced; For Intense Recipes With Milk,7.0,12.6,1.26,"Our ambition behind Bianco Forte was to emulate the robust, yet perfectly balanced recipes of Melbourne baristas in a large cup. To achieve this, we carefully selected Arabicas from Colombia and Kenya and gave them a contrasting split roast. The result? Rich, roasted and cereal notes that push through the sweetness of the milk you add.","The art of roasting calls for a fine balance of temperature, roast time and bean color. Getting it just right is key to hitting that great harmony of coffee and milk. We tested lots of combinations until we discovered that to get that ideal flavor balance of Bianco Forte with milk, we needed a dark split roast. One part of the blend gets a long and dark roast; the other part roasts a little faster and to a slightly lighter color. It’s inspired by the baristas in Melbourne – they’re the masters of robust, but exquisitely balanced tastes. When you take a sip of Bianco Forte with milk, you can taste the powerful roasted coffee taste shining through the milk like a glimmer in the night. It’s an intense and full-bodied cup of coffee, rich in roasted and cereal notes. That dash of milk gives a sweet softening of the coffee’s characteristic bitter note.","Coffee 230ml, Cappuccino and Latte Macchiato","Balanced, Intense",2.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,Roast and ground coffee,10,125 g,https://www.nespresso.com/ecom/medias/sys_master/public/14446447099934/bianco-forte-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/14453397258270/C-0290-Desktop-PDP-6272x2432.jpg?impolicy=productPdpSafeZone&imwidth=1238,No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Medium,Medium,Medium,High,High,Medium,Medium,High,High,High,vertuo coffee 230ml full balanced intense recipes milk ambition behind bianco forte emulate robust yet perfectly balanced recipes melbourne baristas large cup achieve carefully selected arabicas colombia kenya gave contrasting split roast result rich roasted cereal notes push sweetness milk add art roasting calls fine balance temperature roast time bean color getting right key hitting great harmony coffee milk tested lots combinations discovered get ideal flavor balance bianco forte milk needed dark split roast one part blend gets long dark roast part roasts little fast slightly light color inspired baristas melbourne masters robust exquisitely balanced tastes take sip bianco forte milk taste powerful roasted coffee taste shining milk like glimmer night intense fullbodied cup coffee rich roasted cereal notes dash milk gives sweet softening coffee characteristic bitter note coffee 230ml cappuccino latte macchiato balanced intense barista creations medium medium medium high high medium medium high high high
VL31,Vanilla Custard Pie,Vertuo,Coffee,230ml,Sweet & Velvety; Vanilla Flavoured,6.0,12.6,1.26,"Why we love it: Vanilla flavour easing into round, smooth Latin American and African Arabicas – that’s Barista Creations Vanilla Custard Pie.","A medium dark, quick roast of Brazilian beans brings roundness and sweetness, whilst Ethiopian coffee in the second split brings delicate aromatics to the blend and adds a certain finesse. We split roast the coffees in this blend – it develops the beans to deliver an incredibly rounded coffee with a soft biscuit note. When we add in the creamy vanilla flavour, it creates a silky, smooth-textured coffee – this one’s nice as pie.","Double Espresso 80ml, Coffee 230ml, Cappucino and Latte Macchiato",Vanilla,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,"Natural flavouring, roast and ground coffee",10,125 g,https://www.nespresso.com/ecom/medias/sys_master/public/14446447460382/vanilla-custard-pie-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/14453406498846/C-0603-Desktop-PDP-6272x2432.jpg?impolicy=productPdpSafeZone&imwidth=1238,No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Medium,Medium,Low,Low,Medium,Medium,Low,Low,Medium,Medium,vertuo coffee 230ml sweet velvety vanilla flavoured love vanilla flavour easing round smooth latin american african arabicas barista creations vanilla custard pie medium dark quick roast brazilian beans brings roundness sweetness whilst ethiopian coffee second split brings delicate aromatics blend adds certain finesse split roast coffees blend develops beans deliver incredibly rounded coffee soft biscuit note add creamy vanilla flavour creates silky smoothtextured coffee one nice pie double espresso 80ml coffee 230ml cappucino latte macchiato vanilla barista creations medium medium low low medium medium low low medium medium
VL32,Caramel Cookie,Vertuo,Coffee,230ml,Sweet & Velvety; Caramel Flavoured,6.0,12.6,1.26,Why we love it: There’s something so comforting about the taste of caramel – like the sweet memory of childhood friends.,"Barista Creations Caramel Cookie is a caramel flavoured coffee, but it all starts with the base coffee blend of Latin American and African Arabicas. We split roast the coffees in this blend – it develops the beans to deliver an incredibly rounded coffee with a soft biscuit note. Into this harmony comes the caramel flavour, adding a buttery biscuit note that’ll take you back to your childhood days.","Double Espresso 80ml, Coffee 230ml, Cappucino and Latte Macchiato",Caramel,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,"Natural flavouring, roast and ground coffee",10,125 g,https://www.nespresso.com/ecom/medias/sys_master/public/14446448574494/caramel-cookie-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/vl/caramel-cookie_S.png,No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Medium,Medium,Low,Low,Medium,Medium,Low,Low,Medium,Medium,vertuo coffee 230ml sweet velvety caramel flavoured love something comforting taste caramel like sweet memory childhood friends barista creations caramel cookie caramel flavoured coffee starts base coffee blend latin american african arabicas split roast coffees blend develops beans deliver incredibly rounded coffee soft biscuit note harmony comes caramel flavour adding buttery biscuit note take back childhood days double espresso 80ml coffee 230ml cappucino latte macchiato caramel barista creations medium medium low low medium medium low low medium medium
VL33,Hazelino Muffin,Vertuo,Coffee,230ml,Sweet & Velvety; Hazelnut Flavoured,6.0,12.6,1.26,Why we love it: Barista Creations Hazelino Muffin’s a smooth and sweet flavoured coffee – ideal for a morning break.,"It all starts with a base blend of Latin American and African Arabicas. These coffees get a medium dark split roast that develops the roundness and velvety texture of this espresso and lets the soft biscuit note glow in the cup. After roasting, we add in the flavour to hit a whole new harmony, and notes of biscuit and almond appear alongside the distinctive hazelnut flavour.","Double Espresso 80ml, Coffee 230ml, Cappucino and Latte Macchiato",Hazelnut,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,"Natural flavouring, roast and ground coffee",10,125 g,https://www.nespresso.com/ecom/medias/sys_master/public/14446447198238/hazelino-muffin-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/vl/hazelino-muffin_XL.png,No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Medium,Medium,Low,Low,Medium,Medium,Low,Low,Medium,Medium,vertuo coffee 230ml sweet velvety hazelnut flavoured love barista creations hazelino muffin smooth sweet flavoured coffee ideal morning break starts base blend latin american african arabicas coffees get medium dark split roast develops roundness velvety texture espresso lets soft biscuit note glow cup roasting add flavour hit whole new harmony notes biscuit almond appear alongside distinctive hazelnut flavour double espresso 80ml coffee 230ml cappucino latte macchiato hazelnut barista creations medium medium low low medium medium low low medium medium
VL34,Chocolate Fudge,Vertuo,Coffee,230ml,Sweet & Velvety; Dark Chocolate Flavoured,6.0,12.6,1.26,A smooth coffee marked by its rich dark chocolate flavour intensity.,"Barista Creations Chocolate Fudge is a dark chocolate flavoured coffee, but it all starts with the base coffee blend of Latin American and African Arabicas. Brazilian coffee gives the blend roundness and balance, whilst Ethiopian coffee in the second split brings delicate aromatics and finesse. Into that smooth blend comes the Chocolate Fudge flavour. The base for the Barista Creations flavoured coffees is a sweet and velvety blend of Latin American and African Arabicas with a soft biscuit note.","Coffee 230ml, Cappucino and Latte Macchiato",Dark Chocolate,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,"Natural flavouring, roast and ground coffee",10,125 g,https://www.nespresso.com/ecom/medias/sys_master/public/14456072339486/C-0702-Responsive-plp-image.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/vl/chocolate-fudge_S.png,No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Medium,Medium,Low,Low,Medium,Medium,Low,Low,Medium,Medium,vertuo coffee 230ml sweet velvety dark chocolate flavoured smooth coffee marked rich dark chocolate flavour intensity barista creations chocolate fudge dark chocolate flavoured coffee starts base coffee blend latin american african arabicas brazilian coffee gives blend roundness balance whilst ethiopian coffee second split brings delicate aromatics finesse smooth blend comes chocolate fudge flavour base barista creations flavoured coffees sweet velvety blend latin american african arabicas soft biscuit note coffee 230ml cappucino latte macchiato dark chocolate barista creations medium medium low low medium medium low low medium medium
VL35,Bianco Piccolo,Vertuo,Espresso,40ml,Sweet & Smooth,7.0,9.9,0.99,"A rich roasted coffee crafted specifically for a perfect pairing with creamy milk in your shorter cups. Why we love it: It’s pure synergy when you add milk to your BIANCO PICCOLO for milk coffee. An expertly crafted blend of Arabicas from China, Colombia, Brazil and Ethiopia creates this world of rich roasted notes to land in balanced harmony with the creamy sweetness of milk. Intense yet smooth in taste- specially designed for making cappuccinos, latte macchiatos or flat whites.","Sweet and smooth, creamy texture, sweetness, caramel notes, nutty notes, biscuity notes (piccolo is darker roast than Bianco Leggero), more texture in piccolo, thickness.",Espresso 40ml,Caramel,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,62 g,https://www.nespresso.com/ecom/medias/sys_master/public/15916187648030/C-1035-ResponsivePLPImage.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/bianco-piccolo/bianco-piccolo.png,No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,vertuo espresso 40ml sweet smooth rich roasted coffee crafted specifically perfect pairing creamy milk short cups love pure synergy add milk bianco piccolo milk coffee expertly crafted blend arabicas china colombia brazil ethiopia creates world rich roasted notes land balanced harmony creamy sweetness milk intense yet smooth taste specially designed making cappuccinos latte macchiatos flat whites sweet smooth creamy texture sweetness caramel notes nutty notes biscuity notes piccolo dark roast bianco leggero texture piccolo thickness espresso 40ml caramel barista creations medium medium low medium medium medium medium medium medium medium
OL1,Inspirazione Napoli,Original,Espresso,40ml,Dark & Creamy,13.0,8.7,0.87,"The most intense and darkest roast in this range, inspired by the capital of coffee, reveals the deep-rooted roasting traditions of Naples. Its depth of character should come as no surprise.","Ispirazione Napoli pays tribute to the short, strong and dark espressos of this southern Italian coastal city. It’s a velvety, creamy cup with an extremely thick body and a kiss of pleasant bitterness in its aftertaste. A velvety, creamy cup with an extremely thick body and pleasantly bitter cocoa notes.","Ristretto 25ml, Espresso 40ml","Intense, Roasted",1.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,57 g,https://www.nespresso.com/ecom/medias/sys_master/public/16216638324766/ispirazione-napoli-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-napoli_L.png,No,Inspirazione Italiana,,Current,Dark,High,Low,High,High,High,Medium,Medium,Medium,Medium,original espresso 40ml dark creamy intense dark roast range inspired capital coffee reveals deeprooted roasting traditions naples depth character come surprise ispirazione napoli pays tribute short strong dark espressos southern italian coastal city velvety creamy cup extremely thick body kiss pleasant bitterness aftertaste velvety creamy cup extremely thick body pleasantly bitter cocoa notes ristretto 25ml espresso 40ml intense roasted inspirazione italiana dark high low high high high medium medium medium medium
OL2,Kazaar,Original,Espresso,40ml,Intense & Syrupy,12.0,8.7,0.87,"A long, dark roast inspired by the union of Sicilian coffee artistry and African and Arabian heritage is guaranteed to spice things up.","You’ll taste the audacious bitterness and peppery notes leaping out through the thick syrupy body. Together the Arabica and Robusta balance each other out in this espresso. It reflects both the Palermo coastal lifestyle and its rich history. You can sit back in the sun and enjoy your Kazaar on the terrace, with everything from the food on your plate to the architecture surrounding you whispering the histories of all who’ve passed through Palermo.","Ristretto 25ml, Espresso 40ml","Woody, Spicy",1.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,60 g,https://www.nespresso.com/ecom/medias/sys_master/public/16283547566110/Palermo-kazaar-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-palermo-kazaar_L.png,No,Inspirazione Italiana,,Current,Dark,High,Low,High,High,High,Medium,Medium,Medium,Medium,original espresso 40ml intense syrupy long dark roast inspired union sicilian coffee artistry african arabian heritage guaranteed spice things taste audacious bitterness peppery notes leaping thick syrupy body together arabica robusta balance espresso reflects palermo coastal lifestyle rich history sit back sun enjoy kazaar terrace everything food plate architecture surrounding whispering histories passed palermo ristretto 25ml espresso 40ml woody spicy inspirazione italiana dark high low high high high medium medium medium medium
OL3,Ristretto,Original,Espresso,40ml,Powerful & Contrasting,10.0,8.7,0.87,"This medium dark roast embodies Italy’s iconic coffee culture in just a short, quick sip.","A roasty and intense coffee but with fruity notes and a hint of acidity dancing through the blend – Ristretto is mysterious and magnetic in its complexity. It’s a profile worthy of an ambassador – a coffee that explains Italians’ passion for coffee and makes sense of why it’s ingrained in daily life. Extracted to the classic 25 ml, you’ll soon see how right the Italians are – this drop of deliciousness shows how less can truly be more.","Ristretto 25ml, Espresso 40ml","Very Roasted, Hint of Fruity",3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,57 g,https://www.nespresso.com/ecom/medias/sys_master/public/16217625559070/ispirazione-ristretto-italiano-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-ristretto_L.png,No,Inspirazione Italiana,,Current,Dark,High,Medium,High,High,High,Medium,Medium,Medium,Medium,original espresso 40ml powerful contrasting medium dark roast embodies italy iconic coffee culture short quick sip roasty intense coffee fruity notes hint acidity dancing blend ristretto mysterious magnetic complexity profile worthy ambassador coffee explains italians passion coffee makes sense ingrained daily life extracted classic 25 ml soon see right italians drop deliciousness shows less truly ristretto 25ml espresso 40ml roasted hint fruity inspirazione italiana dark high medium high high high medium medium medium medium
OL4,Ristretto Decaffeinato,Original,Espresso,40ml,Powerful & Contrasting,10.0,9.2,0.92,"This medium dark roast embodies Italy’s iconic coffee culture in just a short, quick sip.
","Boldly roasty but balanced out by soft cocoa notes. You may catch some of the subtle acidity and fruity notes that make this Nespresso Decaf capsule so mysteriously complex. It’s a profile worthy of an ambassador – a coffee that explains Italians’ passion for coffee and makes sense of why it’s ingrained in daily life. Extracted to the classic 25 ml, you’ll soon see how right the Italians are – this drop of deliciousness shows how less can truly be more.","Ristretto 25ml, Espresso 40ml","Very Roasted, Hint of Fruity",3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,Decaffeinated roast and ground coffee,10,58 g,https://www.nespresso.com/ecom/medias/sys_master/public/16262679461918/ristretto-italiano-decaffeinato-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-ristretto-decaffeinato_XL.png,Yes,Inspirazione Italiana,,Current,Dark,High,Medium,High,High,High,Medium,Medium,Medium,Medium,original espresso 40ml powerful contrasting medium dark roast embodies italy iconic coffee culture short quick sip boldly roasty balanced soft cocoa notes may catch subtle acidity fruity notes make nespresso decaf capsule mysteriously complex profile worthy ambassador coffee explains italians passion coffee makes sense ingrained daily life extracted classic 25 ml soon see right italians drop deliciousness shows less truly ristretto 25ml espresso 40ml roasted hint fruity inspirazione italiana dark high medium high high high medium medium medium medium
OL5,Arpeggio,Original,Espresso,40ml,Intense & Creamy,9.0,8.7,0.87,"A short and dark roasted masterpiece such as this, can only come from the heart. Or in this instance, the cultural and artistic heart of Italy.","Arpeggio is dense and creamy with bold roasty and cocoa notes. The crema gives it a creamy, velvety texture that is irresistible. You might even call it high art.","Ristretto 25ml, Espresso 40ml","Intense, Very Roasted, Cocoa",2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,53 g,https://www.nespresso.com/ecom/medias/sys_master/public/15990477783070/firenze-arpeggio-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-firenze-arpeggio_L.png,No,Inspirazione Italiana,,Current,Dark,High,Medium,High,High,High,Medium,Medium,Medium,Medium,original espresso 40ml intense creamy short dark roasted masterpiece come heart instance cultural artistic heart italy arpeggio dense creamy bold roasty cocoa notes crema gives creamy velvety texture irresistible might even call high art ristretto 25ml espresso 40ml intense roasted cocoa inspirazione italiana dark high medium high high high medium medium medium medium
OL6,Arpeggio Decaffeinato,Original,Espresso,40ml,Intense & Creamy,9.0,9.2,0.92,"A short and dark-roasted masterpiece such as this can only come from the cultural and artistic heart of Italy.
","Arpeggio Decaffeinato is as dense and creamy as the no decaffeinated version. Decaffeination doesn’t diminish the bold roasty and cocoa notes. The crema gives it a creamy, velvety texture that is irresistible.","Ristretto 25ml, Espresso 40ml","Very Roasted, Cocoa",2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,Decaffeinated roast and ground coffee,10,55 g,https://www.nespresso.com/ecom/medias/sys_master/public/15942162972702/firenze-arpeggio-decaffeinato-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-firenze-arpeggio-decaffeinato_L.png,Yes,Inspirazione Italiana,,Current,Dark,High,Medium,High,High,High,Medium,Medium,Medium,Medium,original espresso 40ml intense creamy short darkroasted masterpiece come cultural artistic heart italy arpeggio decaffeinato dense creamy decaffeinated version decaffeination diminish bold roasty cocoa notes crema gives creamy velvety texture irresistible ristretto 25ml espresso 40ml roasted cocoa inspirazione italiana dark high medium high high high medium medium medium medium
OL7,Inspirazione Venezia,Original,Espresso,40ml,Balanced & Thick Body,8.0,8.7,0.87,"Unsurprisingly, this long roast wasn’t discovered overnight, but was rather inspired by Italy’s enduring roasting traditions that have been passed down through generations.","Ispirazione Venezia is a mellow, rounded and delicately aromatic coffee that will remind you of coffee beans fresh out of the roaster – taking you back in time to the early days of Italy’s coffee trade. Its lighter roast keeps the delicate aromas intensely present while developing a thick body. In Venezia you can’t miss the distinct cereal fragrance and those notes of sweet caramel that we all find so reassuring.","Ristretto 25ml, Espresso 40ml",Roasted,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441095725086/ispirazione-venezia-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/13953171390494/C-0472-Main-PDP-IspirazioneItaliana-Venezia-OL.jpg?impolicy=productPdpSafeZone&imwidth=1238,No,Inspirazione Italiana,,Current,Medium,Medium,Low,Medium,High,High,Medium,Medium,Medium,Medium,original espresso 40ml balanced thick body unsurprisingly long roast discovered overnight rather inspired italy enduring roasting traditions passed generations ispirazione venezia mellow rounded delicately aromatic coffee remind coffee beans fresh roaster taking back time early days italy coffee trade light roast keeps delicate aromas intensely present developing thick body venezia miss distinct cereal fragrance notes sweet caramel find reassuring ristretto 25ml espresso 40ml roasted inspirazione italiana medium medium low medium high high medium medium medium medium
OL8,Inspirazione Roma,Original,Espresso,40ml,Full & Balanced,8.0,8.7,0.87,"Combining the ancient character of Rome with a twist of modernity, this short roast balances intensity with elegant aromatics, reflecting the complexity of this great city. Thankfully, making one for yourself is less complex.","From the days of Ancient Rome, a great many cultures passed through this metropolis. Different layers of civilization towering up to the present day when Modern Rome adds its layer of elegance to the rich history of the city. Ispirazione Roma, too, is beautifully complex. There’s a subtle balance between the strength of the roastiness, the depth of the woodsy, cereal notes, and the finesse of the acidity and elegant aromatics.","Ristretto 25ml, Espresso 40ml","Woody, Cereal",4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441097035806/ispirazione-roma-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-roma_L.png,No,Inspirazione Italiana,,Current,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,original espresso 40ml full balanced combining ancient character rome twist modernity short roast balances intensity elegant aromatics reflecting complexity great city thankfully making one less complex days ancient rome great many cultures passed metropolis different layers civilization towering present day modern rome adds layer elegance rich history city ispirazione roma beautifully complex subtle balance strength roastiness depth woodsy cereal notes finesse acidity elegant aromatics ristretto 25ml espresso 40ml woody cereal inspirazione italiana medium medium high high medium medium medium medium medium medium
OL9,Livanto,Original,Espresso,40ml,Round & Balanced,6.0,8.7,0.87,"In honour of Genoa, the gateway to the world, we used some of the finest Latin American Arabicas to create this sweet, medium roast.","Livanto is a smooth, rounded and delicately aromatic coffee. Its lighter roast develops the smooth and full body and keeps the finer aromas present. You’ll catch a toasted cereal fragrance and sweet caramel notes.",Espresso 40ml,Balanced,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,53 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441097134110/ispirazione-genova-livanto-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/13245281894430/C-0477-Main-PDP-IspirazioneItaliana-GenovaLivanto-OL.jpg?impolicy=productPdpSafeZone&imwidth=1238,No,Inspirazione Italiana,,Current,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,original espresso 40ml round balanced honour genoa gateway world used fine latin american arabicas create sweet medium roast livanto smooth rounded delicately aromatic coffee light roast develops smooth full body keeps fine aromas present catch toasted cereal fragrance sweet caramel notes espresso 40ml balanced inspirazione italiana medium medium medium medium medium medium medium medium medium medium
OL10,Cape Town Lungo,Original,Lungo,110ml,Potent & Roasted,10.0,9.2,0.92,"A deep-roasted, intense, and full-bodied cup with a woodsy aroma and punchy bitterness reminiscent of the Robusta cargo that shaped Cape Town’s taste in coffee.","This blend brings you Cape Town’s taste in coffee. With South Africa as a stopping point on the old trade routes, Asian coffees shaped local taste over time. World Explorations Cape Town Lungo reflects this preference with a blend of Indian Arabica and Robusta. It results in our most intense Lungo – full-bodied and with a punchy bitter note and woodsy aroma. Enjoy it like a local: Add a splash of milk to your long cup and experience the silky texture.",Lungo 110ml,"Roasted, Woody",1.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,55 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441093136414/capetown-envivo-lungo-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/cape-town-envivo-lungo_L.png,No,World Explorations,,Current,Dark,High,Low,High,High,High,Medium,Medium,Medium,Medium,original lungo 110ml potent roasted deeproasted intense fullbodied cup woodsy aroma punchy bitterness reminiscent robusta cargo shaped cape town taste coffee blend brings cape town taste coffee south africa stopping point old trade routes asian coffees shaped local taste time world explorations cape town lungo reflects preference blend indian arabica robusta results intense lungo fullbodied punchy bitter note woodsy aroma enjoy like local add splash milk long cup experience silky texture lungo 110ml roasted woody world explorations dark high low high high high medium medium medium medium
OL11,Miami Espresso,Original,Espresso,40ml,Roasted with a peppery note,9.0,8.7,0.87,"Walk the streets of Miami and you’ll pass dozens of ventanitas. These ‘little windows’ are portholes to Cuba; miniature coffee shops dishing out small bites and coffee—the short Cafecito or the larger Colado to share. The city is a melting pot of traditions and World Explorations Miami Espresso is a bold blend of Arabica and Robusta coffees that echoes that. Caribbean Arabica joins Latin American coffees, sealing the authenticity of this archetypal Cuban-style cup. While Americans grab their tall coffees to-go, Miami reflects its strong Hispanic influence: coffee is short and shared.","Short, dark split roasting and a fine grind help evoke every ventanita’s Cuban Cafecito. Always sweetened with a sprinkle of brown sugar, this coffee is as vibrant as the context in which it’s enjoyed. While Americans grab their tall coffees to-go, Miami reflects its strong Hispanic influence: coffee is short and shared. Intense, with thick crema, its strong roasted character begs for brown sugar to soften the bitter notes. Enjoy your Cafecito with brown sugar and people because in Miami, coffee is a way to be together.","Ristretto 25ml, Espresso 40ml",Roasted,1.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/15104178651166/before-PLP-318x318px.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/15143388676126/AT-B2C-2022-WEX-Miami-Image-Set-Desktop.png,No,World Explorations,,Current,Dark,High,Low,High,High,High,Medium,Medium,Medium,Medium,original espresso 40ml roasted peppery note walk streets miami pass dozens ventanitas little windows portholes cuba miniature coffee shops dishing small bites coffeethe short cafecito large colado share city melting pot traditions world explorations miami espresso bold blend arabica robusta coffees echoes caribbean arabica joins latin american coffees sealing authenticity archetypal cubanstyle cup americans grab tall coffees togo miami reflects strong hispanic influence coffee short shared short dark split roasting fine grind help evoke every ventanita cuban cafecito always sweetened sprinkle brown sugar coffee vibrant context enjoyed americans grab tall coffees togo miami reflects strong hispanic influence coffee short shared intense thick crema strong roasted character begs brown sugar soften bitter notes enjoy cafecito brown sugar people miami coffee way together ristretto 25ml espresso 40ml roasted world explorations dark high low high high high medium medium medium medium
OL12,Rio De Janeiro Espresso,Original,Espresso,40ml,Cereal & Spicy,9.0,8.7,0.87,"Embodying the spirit of this lively and colourful city, World Explorations Rio de Janeiro Espresso reflects the country’s deeply rooted heritage of both growing and drinking coffee. An intense, exotic and velvety espresso crafted exclusively with Brazilian Arabicas. Its unique touch of sandalwood and herbal notes will give you a glimpse into the Brazilian way of life. Drink it like a local: Double your espresso with hot water to taste the typical smooth Carioca coffee.
",An Arabica-only espresso with a complex split roast delivers a surprisingly full body and strong roasted notes graced with exotic herbal aromas,Espresso 40ml,Spicy,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,55 g,https://www.nespresso.com/ecom/medias/sys_master/public/15430408437790/C-0888-before-PLP-318x318px.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/15200754532382/C-0889-Responsive-PDP-Main-6272x2432.jpg?impolicy=productPdpSafeZone&imwidth=1238,No,World Explorations,,Current,Dark,High,Low,High,High,High,Medium,Medium,Medium,Medium,original espresso 40ml cereal spicy embodying spirit lively colourful city world explorations rio de janeiro espresso reflects country deeply rooted heritage growing drinking coffee intense exotic velvety espresso crafted exclusively brazilian arabicas unique touch sandalwood herbal notes give glimpse brazilian way life drink like local double espresso hot water taste typical smooth carioca coffee arabicaonly espresso complex split roast delivers surprisingly full body strong roasted notes graced exotic herbal aromas espresso 40ml spicy world explorations dark high low high high high medium medium medium medium
