ID,Name,Type,Serving,Serving Size,Headline,Intensity,Sleeve Price,Per Capsule Price,Caption,Taste,Best Served As,Notes,Acidity,Bitterness,Roastness,Body,Milky Taste,Bitterness with Milk,Roastiness with Milk,Creamy Texture,Ingredients & Allergens,Number of Capsules per Sleeve,Net Weight per Total Number of Capsules,Capsule Image Link,Capsule & Sleeve Image Link,Decaf Coffee?,Category,Other Information,Status,Roast Type,Intensity Classification,Acidity Classification,Bitterness Classification,Roastness Classification,Body Classification,Milky Taste Classification,Bitterness with Milk Classification,Roastiness with Milk Classification,Creamy Texture Classification
VL28,Carafe Pour-Over Style,Vertuo,Carafe,535ml,Roasted & Smokey,7.0,11.2,1.6,"CARAFE POUR-OVER SYLE is a coffee like none other in the range. It’s an easy-to-drink blend of Peruvian and Colombian washed Arabicas, which complement each other with their contrasting qualities to create a unique aromatic profile.","CARAFE POUR-OVER STYLE is the coffee that opens up possibilities for sharing with others or simply extending the pleasure of your Nespresso moment. But creating our longest cup was by no means our shortest journey. Delivering not just the right intensity in the 535 ml, but also optimum crema and a distinct flavour profile, is something that didn’t happen overnight. After years of development, we were able to refine & perfect the product to our desire, welcoming our largest ever coffee into the family. Elevate your drinking experience with the CARAFE accessory set, specifically designed to reveal the coffee's unique aromatics and inspire a new Nespresso coffee ritual.",Carafe 535ml,Intense,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Roast and ground coffee,7,120 g,https://www.nespresso.com/ecom/medias/sys_master/public/14446325694494/carafe-pour-over-style-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/vl/carafe-pour-over-style_XL.png,No,Craft Brew,"For Vertuo Next only, The intensity provided is an estimate as this coffee does not have an official intensity level",Current,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium
VL29,Bianco Leggero,Vertuo,Double Espresso,80ml,For Sweet and Smooth Recipes With Milk,6.0,11.0,1.1,"Indulge yourself with Bianco Leggero, inspired by the baristas of Brooklyn, who love the natural sweetness of coffee and try to preserve it.","To achieve this, we chose Arabicas from Indonesia and Kenya and applied a uniquely light roast, to create a long cup with smooth, decadent notes of caramel and sweet biscuit when combined with milk. Product as sold does not contain any milk ingredients.",Double Cappuccino,Great with Milk,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,Roast and ground coffee,10,100 g,https://www.nespresso.com/ecom/medias/sys_master/public/14446445920286/bianco-leggero-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/vl/bianco-leggero_S.png,No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium
VL30,Bianco Forte,Vertuo,Coffee,230ml,Full & Balanced; For Intense Recipes With Milk,7.0,12.6,1.26,"Our ambition behind Bianco Forte was to emulate the robust, yet perfectly balanced recipes of Melbourne baristas in a large cup. To achieve this, we carefully selected Arabicas from Colombia and Kenya and gave them a contrasting split roast. The result? Rich, roasted and cereal notes that push through the sweetness of the milk you add.","The art of roasting calls for a fine balance of temperature, roast time and bean color. Getting it just right is key to hitting that great harmony of coffee and milk. We tested lots of combinations until we discovered that to get that ideal flavor balance of Bianco Forte with milk, we needed a dark split roast. One part of the blend gets a long and dark roast; the other part roasts a little faster and to a slightly lighter color. It’s inspired by the baristas in Melbourne – they’re the masters of robust, but exquisitely balanced tastes. When you take a sip of Bianco Forte with milk, you can taste the powerful roasted coffee taste shining through the milk like a glimmer in the night. It’s an intense and full-bodied cup of coffee, rich in roasted and cereal notes. That dash of milk gives a sweet softening of the coffee’s characteristic bitter note.","Coffee 230ml, Cappuccino and Latte Macchiato","Balanced, Intense",2.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,Roast and ground coffee,10,125 g,https://www.nespresso.com/ecom/medias/sys_master/public/14446447099934/bianco-forte-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/14453397258270/C-0290-Desktop-PDP-6272x2432.jpg?impolicy=productPdpSafeZone&imwidth=1238,No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Medium,Medium,Medium,High,High,Medium,Medium,High,High,High
VL31,Vanilla Custard Pie,Vertuo,Coffee,230ml,Sweet & Velvety; Vanilla Flavoured,6.0,12.6,1.26,"Why we love it: Vanilla flavour easing into round, smooth Latin American and African Arabicas – that’s Barista Creations Vanilla Custard Pie.","A medium dark, quick roast of Brazilian beans brings roundness and sweetness, whilst Ethiopian coffee in the second split brings delicate aromatics to the blend and adds a certain finesse. We split roast the coffees in this blend – it develops the beans to deliver an incredibly rounded coffee with a soft biscuit note. When we add in the creamy vanilla flavour, it creates a silky, smooth-textured coffee – this one’s nice as pie.","Double Espresso 80ml, Coffee 230ml, Cappucino and Latte Macchiato",Vanilla,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,"Natural flavouring, roast and ground coffee",10,125 g,https://www.nespresso.com/ecom/medias/sys_master/public/14446447460382/vanilla-custard-pie-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/14453406498846/C-0603-Desktop-PDP-6272x2432.jpg?impolicy=productPdpSafeZone&imwidth=1238,No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Medium,Medium,Low,Low,Medium,Medium,Low,Low,Medium,Medium
VL32,Caramel Cookie,Vertuo,Coffee,230ml,Sweet & Velvety; Caramel Flavoured,6.0,12.6,1.26,Why we love it: There’s something so comforting about the taste of caramel – like the sweet memory of childhood friends.,"Barista Creations Caramel Cookie is a caramel flavoured coffee, but it all starts with the base coffee blend of Latin American and African Arabicas. We split roast the coffees in this blend – it develops the beans to deliver an incredibly rounded coffee with a soft biscuit note. Into this harmony comes the caramel flavour, adding a buttery biscuit note that’ll take you back to your childhood days.","Double Espresso 80ml, Coffee 230ml, Cappucino and Latte Macchiato",Caramel,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,"Natural flavouring, roast and ground coffee",10,125 g,https://www.nespresso.com/ecom/medias/sys_master/public/14446448574494/caramel-cookie-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/vl/caramel-cookie_S.png,No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Medium,Medium,Low,Low,Medium,Medium,Low,Low,Medium,Medium
VL33,Hazelino Muffin,Vertuo,Coffee,230ml,Sweet & Velvety; Hazelnut Flavoured,6.0,12.6,1.26,Why we love it: Barista Creations Hazelino Muffin’s a smooth and sweet flavoured coffee – ideal for a morning break.,"It all starts with a base blend of Latin American and African Arabicas. These coffees get a medium dark split roast that develops the roundness and velvety texture of this espresso and lets the soft biscuit note glow in the cup. After roasting, we add in the flavour to hit a whole new harmony, and notes of biscuit and almond appear alongside the distinctive hazelnut flavour.","Double Espresso 80ml, Coffee 230ml, Cappucino and Latte Macchiato",Hazelnut,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,"Natural flavouring, roast and ground coffee",10,125 g,https://www.nespresso.com/ecom/medias/sys_master/public/14446447198238/hazelino-muffin-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/vl/hazelino-muffin_XL.png,No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Medium,Medium,Low,Low,Medium,Medium,Low,Low,Medium,Medium
VL34,Chocolate Fudge,Vertuo,Coffee,230ml,Sweet & Velvety; Dark Chocolate Flavoured,6.0,12.6,1.26,A smooth coffee marked by its rich dark chocolate flavour intensity.,"Barista Creations Chocolate Fudge is a dark chocolate flavoured coffee, but it all starts with the base coffee blend of Latin American and African Arabicas. Brazilian coffee gives the blend roundness and balance, whilst Ethiopian coffee in the second split brings delicate aromatics and finesse. Into that smooth blend comes the Chocolate Fudge flavour. The base for the Barista Creations flavoured coffees is a sweet and velvety blend of Latin American and African Arabicas with a soft biscuit note.","Coffee 230ml, Cappucino and Latte Macchiato",Dark Chocolate,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,"Natural flavouring, roast and ground coffee",10,125 g,https://www.nespresso.com/ecom/medias/sys_master/public/14456072339486/C-0702-Responsive-plp-image.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/vl/chocolate-fudge_S.png,No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Medium,Medium,Low,Low,Medium,Medium,Low,Low,Medium,Medium
VL35,Bianco Piccolo,Vertuo,Espresso,40ml,Sweet & Smooth,7.0,9.9,0.99,"A rich roasted coffee crafted specifically for a perfect pairing with creamy milk in your shorter cups. Why we love it: It’s pure synergy when you add milk to your BIANCO PICCOLO for milk coffee. An expertly crafted blend of Arabicas from China, Colombia, Brazil and Ethiopia creates this world of rich roasted notes to land in balanced harmony with the creamy sweetness of milk. Intense yet smooth in taste- specially designed for making cappuccinos, latte macchiatos or flat whites.","Sweet and smooth, creamy texture, sweetness, caramel notes, nutty notes, biscuity notes (piccolo is darker roast than Bianco Leggero), more texture in piccolo, thickness.",Espresso 40ml,Caramel,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,62 g,https://www.nespresso.com/ecom/medias/sys_master/public/15916187648030/C-1035-ResponsivePLPImage.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/bianco-piccolo/bianco-piccolo.png,No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium
OL1,Inspirazione Napoli,Original,Espresso,40ml,Dark & Creamy,13.0,8.7,0.87,"The most intense and darkest roast in this range, inspired by the capital of coffee, reveals the deep-rooted roasting traditions of Naples. Its depth of character should come as no surprise.","Ispirazione Napoli pays tribute to the short, strong and dark espressos of this southern Italian coastal city. It’s a velvety, creamy cup with an extremely thick body and a kiss of pleasant bitterness in its aftertaste. A velvety, creamy cup with an extremely thick body and pleasantly bitter cocoa notes.","Ristretto 25ml, Espresso 40ml","Intense, Roasted",1.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,57 g,https://www.nespresso.com/ecom/medias/sys_master/public/16216638324766/ispirazione-napoli-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-napoli_L.png,No,Inspirazione Italiana,,Current,Dark,High,Low,High,High,High,Medium,Medium,Medium,Medium
OL2,Kazaar,Original,Espresso,40ml,Intense & Syrupy,12.0,8.7,0.87,"A long, dark roast inspired by the union of Sicilian coffee artistry and African and Arabian heritage is guaranteed to spice things up.","You’ll taste the audacious bitterness and peppery notes leaping out through the thick syrupy body. Together the Arabica and Robusta balance each other out in this espresso. It reflects both the Palermo coastal lifestyle and its rich history. You can sit back in the sun and enjoy your Kazaar on the terrace, with everything from the food on your plate to the architecture surrounding you whispering the histories of all who’ve passed through Palermo.","Ristretto 25ml, Espresso 40ml","Woody, Spicy",1.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,60 g,https://www.nespresso.com/ecom/medias/sys_master/public/16283547566110/Palermo-kazaar-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-palermo-kazaar_L.png,No,Inspirazione Italiana,,Current,Dark,High,Low,High,High,High,Medium,Medium,Medium,Medium
OL3,Ristretto,Original,Espresso,40ml,Powerful & Contrasting,10.0,8.7,0.87,"This medium dark roast embodies Italy’s iconic coffee culture in just a short, quick sip.","A roasty and intense coffee but with fruity notes and a hint of acidity dancing through the blend – Ristretto is mysterious and magnetic in its complexity. It’s a profile worthy of an ambassador – a coffee that explains Italians’ passion for coffee and makes sense of why it’s ingrained in daily life. Extracted to the classic 25 ml, you’ll soon see how right the Italians are – this drop of deliciousness shows how less can truly be more.","Ristretto 25ml, Espresso 40ml","Very Roasted, Hint of Fruity",3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,57 g,https://www.nespresso.com/ecom/medias/sys_master/public/16217625559070/ispirazione-ristretto-italiano-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-ristretto_L.png,No,Inspirazione Italiana,,Current,Dark,High,Medium,High,High,High,Medium,Medium,Medium,Medium
OL4,Ristretto Decaffeinato,Original,Espresso,40ml,Powerful & Contrasting,10.0,9.2,0.92,"This medium dark roast embodies Italy’s iconic coffee culture in just a short, quick sip.
","Boldly roasty but balanced out by soft cocoa notes. You may catch some of the subtle acidity and fruity notes that make this Nespresso Decaf capsule so mysteriously complex. It’s a profile worthy of an ambassador – a coffee that explains Italians’ passion for coffee and makes sense of why it’s ingrained in daily life. Extracted to the classic 25 ml, you’ll soon see how right the Italians are – this drop of deliciousness shows how less can truly be more.","Ristretto 25ml, Espresso 40ml","Very Roasted, Hint of Fruity",3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,Decaffeinated roast and ground coffee,10,58 g,https://www.nespresso.com/ecom/medias/sys_master/public/16262679461918/ristretto-italiano-decaffeinato-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-ristretto-decaffeinato_XL.png,Yes,Inspirazione Italiana,,Current,Dark,High,Medium,High,High,High,Medium,Medium,Medium,Medium
OL5,Arpeggio,Original,Espresso,40ml,Intense & Creamy,9.0,8.7,0.87,"A short and dark roasted masterpiece such as this, can only come from the heart. Or in this instance, the cultural and artistic heart of Italy.","Arpeggio is dense and creamy with bold roasty and cocoa notes. The crema gives it a creamy, velvety texture that is irresistible. You might even call it high art.","Ristretto 25ml, Espresso 40ml","Intense, Very Roasted, Cocoa",2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,53 g,https://www.nespresso.com/ecom/medias/sys_master/public/15990477783070/firenze-arpeggio-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-firenze-arpeggio_L.png,No,Inspirazione Italiana,,Current,Dark,High,Medium,High,High,High,Medium,Medium,Medium,Medium
OL6,Arpeggio Decaffeinato,Original,Espresso,40ml,Intense & Creamy,9.0,9.2,0.92,"A short and dark-roasted masterpiece such as this can only come from the cultural and artistic heart of Italy.
","Arpeggio Decaffeinato is as dense and creamy as the no decaffeinated version. Decaffeination doesn’t diminish the bold roasty and cocoa notes. The crema gives it a creamy, velvety texture that is irresistible.","Ristretto 25ml, Espresso 40ml","Very Roasted, Cocoa",2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,Decaffeinated roast and ground coffee,10,55 g,https://www.nespresso.com/ecom/medias/sys_master/public/15942162972702/firenze-arpeggio-decaffeinato-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-firenze-arpeggio-decaffeinato_L.png,Yes,Inspirazione Italiana,,Current,Dark,High,Medium,High,High,High,Medium,Medium,Medium,Medium
OL7,Inspirazione Venezia,Original,Espresso,40ml,Balanced & Thick Body,8.0,8.7,0.87,"Unsurprisingly, this long roast wasn’t discovered overnight, but was rather inspired by Italy’s enduring roasting traditions that have been passed down through generations.","Ispirazione Venezia is a mellow, rounded and delicately aromatic coffee that will remind you of coffee beans fresh out of the roaster – taking you back in time to the early days of Italy’s coffee trade. Its lighter roast keeps the delicate aromas intensely present while developing a thick body. In Venezia you can’t miss the distinct cereal fragrance and those notes of sweet caramel that we all find so reassuring.","Ristretto 25ml, Espresso 40ml",Roasted,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441095725086/ispirazione-venezia-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/13953171390494/C-0472-Main-PDP-IspirazioneItaliana-Venezia-OL.jpg?impolicy=productPdpSafeZone&imwidth=1238,No,Inspirazione Italiana,,Current,Medium,Medium,Low,Medium,High,High,Medium,Medium,Medium,Medium
OL8,Inspirazione Roma,Original,Espresso,40ml,Full & Balanced,8.0,8.7,0.87,"Combining the ancient character of Rome with a twist of modernity, this short roast balances intensity with elegant aromatics, reflecting the complexity of this great city. Thankfully, making one for yourself is less complex.","From the days of Ancient Rome, a great many cultures passed through this metropolis. Different layers of civilization towering up to the present day when Modern Rome adds its layer of elegance to the rich history of the city. Ispirazione Roma, too, is beautifully complex. There’s a subtle balance between the strength of the roastiness, the depth of the woodsy, cereal notes, and the finesse of the acidity and elegant aromatics.","Ristretto 25ml, Espresso 40ml","Woody, Cereal",4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441097035806/ispirazione-roma-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-roma_L.png,No,Inspirazione Italiana,,Current,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium
OL9,Livanto,Original,Espresso,40ml,Round & Balanced,6.0,8.7,0.87,"In honour of Genoa, the gateway to the world, we used some of the finest Latin American Arabicas to create this sweet, medium roast.","Livanto is a smooth, rounded and delicately aromatic coffee. Its lighter roast develops the smooth and full body and keeps the finer aromas present. You’ll catch a toasted cereal fragrance and sweet caramel notes.",Espresso 40ml,Balanced,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,53 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441097134110/ispirazione-genova-livanto-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/13245281894430/C-0477-Main-PDP-IspirazioneItaliana-GenovaLivanto-OL.jpg?impolicy=productPdpSafeZone&imwidth=1238,No,Inspirazione Italiana,,Current,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium
OL10,Cape Town Lungo,Original,Lungo,110ml,Potent & Roasted,10.0,9.2,0.92,"A deep-roasted, intense, and full-bodied cup with a woodsy aroma and punchy bitterness reminiscent of the Robusta cargo that shaped Cape Town’s taste in coffee.","This blend brings you Cape Town’s taste in coffee. With South Africa as a stopping point on the old trade routes, Asian coffees shaped local taste over time. World Explorations Cape Town Lungo reflects this preference with a blend of Indian Arabica and Robusta. It results in our most intense Lungo – full-bodied and with a punchy bitter note and woodsy aroma. Enjoy it like a local: Add a splash of milk to your long cup and experience the silky texture.",Lungo 110ml,"Roasted, Woody",1.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,55 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441093136414/capetown-envivo-lungo-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/cape-town-envivo-lungo_L.png,No,World Explorations,,Current,Dark,High,Low,High,High,High,Medium,Medium,Medium,Medium
OL11,Miami Espresso,Original,Espresso,40ml,Roasted with a peppery note,9.0,8.7,0.87,"Walk the streets of Miami and you’ll pass dozens of ventanitas. These ‘little windows’ are portholes to Cuba; miniature coffee shops dishing out small bites and coffee—the short Cafecito or the larger Colado to share. The city is a melting pot of traditions and World Explorations Miami Espresso is a bold blend of Arabica and Robusta coffees that echoes that. Caribbean Arabica joins Latin American coffees, sealing the authenticity of this archetypal Cuban-style cup. While Americans grab their tall coffees to-go, Miami reflects its strong Hispanic influence: coffee is short and shared.","Short, dark split roasting and a fine grind help evoke every ventanita’s Cuban Cafecito. Always sweetened with a sprinkle of brown sugar, this coffee is as vibrant as the context in which it’s enjoyed. While Americans grab their tall coffees to-go, Miami reflects its strong Hispanic influence: coffee is short and shared. Intense, with thick crema, its strong roasted character begs for brown sugar to soften the bitter notes. Enjoy your Cafecito with brown sugar and people because in Miami, coffee is a way to be together.","Ristretto 25ml, Espresso 40ml",Roasted,1.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/15104178651166/before-PLP-318x318px.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/15143388676126/AT-B2C-2022-WEX-Miami-Image-Set-Desktop.png,No,World Explorations,,Current,Dark,High,Low,High,High,High,Medium,Medium,Medium,Medium
OL12,Rio De Janeiro Espresso,Original,Espresso,40ml,Cereal & Spicy,9.0,8.7,0.87,"Embodying the spirit of this lively and colourful city, World Explorations Rio de Janeiro Espresso reflects the country’s deeply rooted heritage of both growing and drinking coffee. An intense, exotic and velvety espresso crafted exclusively with Brazilian Arabicas. Its unique touch of sandalwood and herbal notes will give you a glimpse into the Brazilian way of life. Drink it like a local: Double your espresso with hot water to taste the typical smooth Carioca coffee.
",An Arabica-only espresso with a complex split roast delivers a surprisingly full body and strong roasted notes graced with exotic herbal aromas,Espresso 40ml,Spicy,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,55 g,https://www.nespresso.com/ecom/medias/sys_master/public/15430408437790/C-0888-before-PLP-318x318px.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/15200754532382/C-0889-Responsive-PDP-Main-6272x2432.jpg?impolicy=productPdpSafeZone&imwidth=1238,No,World Explorations,,Current,Dark,High,Low,High,High,High,Medium,Medium,Medium,Medium
OL13,Instanbul Espresso,Original,Espresso,40ml,Roasted with a fruity note and a hint of almond,8.0,8.7,0.87,"Istanbul Espresso takes you back in time to the original coffeehouses. This intense ambrosial brew bursts with boldness, wild ripe fruits, and a delicate almond touch. Thick and velvety in homage to Turkish coffee, its Ethiopian Arabica and Indian Robusta remind us of this city at the crossroads of the ancient coffee trade routes. It’s a blend as cosmopolitan as the crowd gathered in an Istanbul coffeehouse. Enjoy it like a local: Accompany it with a glass of water and a piece of Turkish Delight.","A complex espresso full of wild aromatics and a balance of both bitter roasted and fruity notes, with a touch of acidity and an almond finish that hints at sweetness.","Ristretto 25ml, Espresso 40ml","Fruity, Roasted",4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/15414727049246/before-PLP-318x318px.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/B2C-enriched-pdp-wex-2022/istanbul-espresso/main-image_S.png,No,World Explorations,,Current,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium
OL14,Stockholm Lungo,Original,Lungo,110ml,Rich & Full-bodied,8.0,9.2,0.92,"An intense all-Arabica coffee best enjoyed black to savour the pure taste beloved by Swedes – malty, with a hint of rich bitterness.","Swedes are among the world’s biggest coffee consumers. Wander around Stockholm, and you’ll often find intense black coffees with a malty savoury note coming from the distinctive Monsoon Arabica. World Explorations Stockholm Lungo recreates the aromatic profile of a Swedish coffee by coupling Monsooned Malabar with Colombian Arabica for an intense, sweet cup with a hint of bitterness. Drink it like a local: Share your large flavourful cup and cinnamon rolls with friends and family.",Lungo 110ml,Roasted,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,60 g,https://www.nespresso.com/ecom/medias/sys_master/public/15906838806558/stockholm-fortissio-lungo-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/13753029689374/C-0686-Main-PDP-Lungo-Stockholm-OL.jpg?impolicy=productPdpSafeZone&imwidth=1238,No,World Explorations,,Current,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium
OL15,Paris Espresso,Original,Espresso,40ml,"Cereal and biscuity, with a hint of citrus",6.0,8.7,0.87,Travel the world through coffee – and discover unique and typical tastes brought to you from cities around the world,"A balanced coffee with light bitterness, cereal biscuity notes, pleasant acidity and a hint of citrus.",Espresso 40ml,Cereal,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/15414968844318/C-0887-before-PLP-318x318px.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/B2C-enriched-pdp-wex-2022/paris-espresso/main-image_S.png,No,World Explorations,,Current,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium
OL16,Tokyo Lungo,Original,Lungo,110ml,Floral & Complex,6.0,9.2,0.92,"The high quality Arabicas deliver exceptional flowery aromas and complex tastes worthy of Tokyo’s refined palate.
","Known for tea, the Japanese also have a real affinity for coffee. Striving for sophistication and natural sweetness, they love both a rich coffee and a balance of elegant aromas. World Explorations Tokyo Lungo captures the essence of these preferences with refined Ethiopian and Mexican Arabicas. Complex, floral, with a hint of acidity – you will be pleasantly surprised by this cup. Drink it like a local: Extract your long black cup up to 150ml and take time to savour its aromas.",Lungo 110ml,Roasted,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,58 g,https://www.nespresso.com/ecom/medias/sys_master/public/15942164447262/ol-tokyo-vivalto-lungo-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/tokyo-vivalto-lungo_S.png,No,World Explorations,,Current,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium
OL17,Vienna Lungo,Original,Lungo,110ml,Round & Smooth,6.0,9.2,0.92,"From coffeehouse to home coffee gathering, this balanced blend of smooth and silky South American Arabicas pairs perfectly with your viennoiserie.","Vienna’s coffeehouse tradition shaped the coffee culture of this vibrant city, known for its many recipes and the smoothness of its coffee. World Explorations Vienna Lungo recreates this balanced and pleasant Viennese taste by pairing sweet Brazilian and Colombian Arabicas, lightly roasted by our experts to enhance the malty and aromatic notes in the cup. Enjoy it like a local: Top up your Lungo with hot water for a 150ml cup and pair it with a slice of cake.",Lungo 110ml,Cereal,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,55 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441093333022/vienna-linizio-lungo-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/vienna-linizio-lungo_XL.png,No,World Explorations,,Current,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium
OL18,Shanghai Lungo,Original,Lungo,110ml,Fruity with fine acidity,5.0,9.2,0.92,"Venice has a long history of importing the world’s coffees and expertly roasting these diverse coffees into harmony. Their expertise inspired the beautifully balanced roast of Ispirazione Venezia. Worthy of a noble dessert, the classic caramel and cereal notes of this coffee marry elegantly with the decadent ingredients of this rich tiramisu.","WORLD EXPLORATIONS SHANGHAI LUNGO is an insight into the emerging Asian coffee culture. Crafted from Kenyan, Chinese and Indonesian Arabicas, this distinctive light-roast blend will please the palate with its berry notes and fine acidity. Enjoy it like a local: Lengthen this long cup of coffee with a splash of cream and take it on-the-go",Lungo 110ml,Fruity,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/16106997547038/shanghai-lungo-plp.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/shangai-lungo_S.png,No,World Explorations,,Current,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium
